id;tipo;tipo_calle;nombre;barrio;pais;provincia;departamento;localidad
225;1;calle;Cuba 1299;;1;1;1;14
226;1;calle;Autopista Y Campo De Herrera;;1;1;1;14
227;1;avda;Av Campero Y Marañon;;1;1;13;12
228;1;calle;Jujuy Al 4500 (fabrica);;1;1;1;14
229;1;calle;"San Martín 623-piso 6º ""2""";;1;1;1;14
230;1;calle;España 1514;;1;1;4;17
231;1;calle;Muñecas 32 Y La Rioja 147;;1;1;1;14
232;1;calle;Jujuy 956;;1;1;1;14
233;1;calle;Los Ceibos 1755;;1;1;5;18
234;1;calle;Carlos Pellegrini 330;;1;1;1;14
235;1;calle;Parque Industrial Tucuman 0. Dpto. 5;;1;1;1;14
236;1;calle;Garmendia 68;;1;1;1;14
237;1;calle;Ruta Prov 306 Km 11,2;;1;1;2;64
238;1;calle;Marcos Paz 902 Piso 3;;1;1;1;14
239;1;avda;Av Rep Del Libano;;1;1;1;14
240;1;calle;Jujuy 1870;;1;1;1;14
241;1;calle;Pje Lima 2368;;1;1;1;14
242;1;avda;Av Roca 3489;;1;1;1;14
243;1;avda;Av Francisco De Aguirre 162;;1;1;1;14
244;1;calle;Pellegrini 661;;1;1;1;14
245;1;calle;Julio Prebisch 143;;1;1;1;14
246;1;avda;Av Avellaneda 185;;1;1;2;15
247;1;calle;Muñecas 1711 Piso Pa;;1;1;1;14
248;1;calle;Suipacha 366;;1;1;1;14
249;1;calle;Buenos Aires 1350;;1;1;1;14
250;1;calle;San Juan 1515;;1;1;1;14
251;1;calle;La Rioja 784-bº Próspero Mena;;1;1;3;8
252;1;calle;Santa Fe 1776;;1;1;1;14
253;1;calle;Pje Zuviria 2951-calle 1 Y 20;;1;1;1;14
254;1;calle;Buenos Aires 294 (domic Incorrecto);;1;1;1;14
255;1;calle;Paraguay 1711;;1;1;1;14
256;1;calle;Jose Colombres 340;;1;1;1;14
257;1;calle;Frias Silva 400;;1;1;1;14
258;1;calle;25 De Mayo 73;;1;1;2;16
259;1;calle;Atrás Del Palacio De Los Deportes;;1;1;1;14
260;1;calle;San Lorenzo 607 Piso 6 Dpto D;;1;1;1;14
261;1;calle;Camino Del Peru 1400;;1;1;5;35
262;1;calle;Juan B. Terán 239;;1;1;1;14
263;1;avda;Av Siria 2081;;1;1;1;14
264;1;avda;Av. Avellaneda 67;;1;1;1;14
265;1;calle;Muñecas 514;;1;1;1;14
266;1;calle;Ruta 9 Km 1307,5;;1;1;1;14
267;1;calle;Ruta 9 Km 1305 (al Lado Finnig);;1;1;1;14
268;1;calle;San Martín 2801;;1;1;1;14
269;1;calle;Pje Gral Bascary 3393;;1;1;1;14
270;1;calle;San Martín 610 - Los Nogales;;1;1;3;8
271;1;calle;Mendoza 0;;1;1;2;70
272;1;calle;Pje San Nicolás 235;;1;1;1;14
273;1;calle;Jujuy 220;;1;1;1;14
274;1;avda;Av Colon 677-1º Of 5;;1;1;1;14
275;1;avda;Av Roca 339;;1;1;1;14
276;1;calle;Laprida 235;;1;1;1;14
277;1;calle;Stgo Del Estero 1986;;1;1;1;14
278;1;calle;Jujuy 410. Piso 10ª Dto. E;;1;1;1;14
279;1;avda;Av Belgrano 1445;;1;1;1;14
280;1;calle;Saavedra 767;;1;1;1;14
281;1;calle;Amador Lucero 449;;1;1;1;14
282;1;avda;Av Roca 2942;;1;1;1;14
283;1;calle;Bolivia 2339;;1;1;1;14
284;1;calle;Pje Tambor De Tacuari 1365;;1;1;1;14
285;1;calle;Pje Oncativo 1057;;1;1;1;14
286;1;calle;Pje Guemes 130;;1;1;1;14
287;1;calle;Marina Alfaro 1000;;1;1;1;14
288;1;calle;Martin Berho 261;;1;1;1;14
289;1;calle;Italia 3372. Dto.3;;1;1;1;14
290;1;calle;Ruta 38 Km 1508;;1;1;11;23
291;1;calle;Catamarca 246;;1;1;1;14
292;1;avda;Av Sarmiento 785 - 1º Piso A;;1;1;1;14
293;1;calle;Lavalle 3147;;1;1;1;14
294;1;calle;Pje Los Andes 781;;1;1;1;14
295;1;calle;Corrientes 827;;1;1;1;14
296;1;calle;Ruta 301 Km 3,5;;1;1;1;14
297;1;calle;Sarmiento 118 (frente A Clinica);;1;1;11;23
298;1;calle;Tte.matienzo 358;;1;1;1;14
299;1;calle;"San Martín 650-5 Piso ""d""";;1;1;1;14
300;1;calle;Pje 1º De Mayo 87 - Piso 1º;;1;1;1;14
301;1;calle;Bs As 831;;1;1;1;14
302;1;calle;Mendoza 2787;;1;1;4;17
303;1;calle;Lamadrid 3130;;1;1;1;14
304;1;calle;Ruta 315;;1;1;3;8
305;1;calle;Ruta 9 Y Ruta Prov 30;;1;1;2;15
306;1;calle;Mercofrut S/nº;;1;1;1;14
307;1;calle;Lavalle 3621;;1;1;1;14
308;1;calle;Gral Paz 368;;1;1;1;14
309;1;calle;El Parador De Rio Hondo-km 1210;;1;21;21;85
310;1;calle;Lidoro Quinteros 746;;1;1;1;14
311;1;calle;Corrientes Mza L - Lote 3;;1;1;2;15
312;1;calle;Ruta 301 Km 8,5 (ex Ruta 38 Frente A Coca Cola);;1;1;6;54
313;1;calle;Ruta 304 Km 10;;1;1;2;74
314;1;avda;Av Jb Justo 2140;;1;1;1;14
315;1;calle;Manz E Casa 7-bº Telefónico;;1;1;5;18
316;1;calle;Garmendia 96;;1;1;1;14
317;1;calle;Marcos Paz 1859;;1;1;1;14
318;1;avda;Av Pedro Guzman 10;;1;1;2;16
319;1;calle;Adán Quiroga 131;;1;1;2;66
320;1;calle;Rondeau 1926;;1;1;1;14
321;1;avda;Av San Martín 121;;1;2;24;88
322;1;calle;Monteagudo 220 Piso 5 Dpto A;;1;1;1;14
323;1;calle;Crisostomo Alvarez 350;;1;1;1;14
324;1;calle;Roca S/n;;1;1;5;18
325;1;calle;Lavalle 661;;1;1;1;14
326;1;calle;Congreso 83-10 Km Antes De La Ramada De Abajo;;1;1;10;65
327;1;calle;Ruta 301 Km 12,7 /av Avellaneda 364;;1;1;6;27
328;1;avda;Av Paseo Colon 823;;1;23;22;86
329;1;calle;Venezuela 1237;;1;1;1;14
330;1;calle;Balcarse 81;;1;1;1;14
331;1;avda;Av Jb Justo 1494/1496/ayacucho 681;;1;1;1;14
332;1;calle;Lavalle 596-1º Piso Dto. 7;;1;1;1;14
333;1;calle;Lavalle 3147;;1;1;1;14
334;1;avda;Av Adolfo De La Vega 640;;1;1;1;14
335;1;calle;Ruta 302 Km 8;;1;1;2;53
336;1;calle;Pje Del Vivero;;1;1;6;27
337;1;calle;España 6;;1;1;6;27
338;1;calle;Km. 1, Autopista J. D. Peron - Norte;;1;1;2;16
339;1;calle;Lavalle 2402;;1;1;1;14
340;1;avda;Av Solano Vera 1100;;1;1;5;18
341;1;calle;25 De Mayo 150;;1;1;13;12
342;1;calle;Joaquin V Gonzalez 371;;1;1;4;17
343;1;calle;San Juan 2145;;1;1;1;14
344;1;calle;Azcuenaga 262;;1;1;1;14
345;1;calle;Lavalle 2974;;1;1;1;14
346;1;calle;Lavalle 2747;;1;1;1;14
347;1;calle;San Martín 2520;;1;1;1;14
348;1;avda;Av Roca 2942;;1;1;1;14
349;1;calle;Lavalle 3055;;1;1;1;14
350;1;avda;Av Roca 1664;;1;1;1;14
351;1;calle;Lavalle 3197;;1;1;1;14
352;1;calle;Corrientes 1095;;1;1;1;14
353;1;avda;Av San Martín 1º Cuadra;;1;1;2;15
354;1;avda;Av Aconquija 255;;1;1;5;18
355;1;calle;12 De Octubre 483;;1;1;1;14
356;1;calle;San Martín 677 Piso.2 Dpto.b;;1;1;119;218
357;1;avda;Avda. Presidente Peron 2.300.piso 2º Dpto. 3;;1;1;5;18
358;1;calle;Moreno 150;;1;1;1;14
359;1;calle;Las Piedras 479;;1;1;1;14
360;1;calle;Monteagudo 639;;1;1;1;14
361;1;calle;Junin 67. Piso;;1;1;1;14
362;1;calle;Lavalle 2375;;1;1;1;14
363;1;calle;Libertad 63;;1;1;1;14
364;1;calle;Ruta 304 Km 10,5-los Gutierrez;;1;1;2;16
365;1;calle;Pje Bernardo De Irigoyen 862;;1;1;1;14
366;1;avda;Av Siria 1090;;1;1;1;14
367;1;avda;Av América 1185;;1;1;1;14
368;1;calle;Lavalle 2157;;1;1;1;14
369;1;calle;Federico Kosel Sin Nro. .colombres;;1;1;128;242
370;1;calle;San Martín 885;;1;1;115;217
371;1;calle;Marcos Paz 563;;1;1;1;14
372;1;calle;Country Las Yungas;;1;1;5;18
373;1;avda;Avda. Benjamin Aráoz 1255;;1;1;1;14
374;1;calle;Las Heras 261;;1;1;1;14
375;1;calle;Casas Viejas Km 8 (ruta 334);;1;1;14;29
376;1;calle;Autopista Presidente Peron Km 3;;1;1;2;16
377;1;avda;Av Circunvalacion Km 804;;1;1;1;14
378;1;calle;Lobo De La Vega Y Los Ceibos;;1;1;5;18
379;1;avda;Av Constitucion 2300;;1;1;3;8
380;1;calle;9 De Julio 103;;1;1;268;527
381;1;calle;Juan B Teran 910;;1;1;2;15
382;1;avda;Av Aconquija 1015;;1;1;1;14
383;1;calle;San Martín 55;;1;1;1;14
384;1;calle;Laprida 1035;;1;1;1;14
385;1;calle;Catamarca 669 Piso 1;;1;1;1;14
386;1;calle;Asuncion 1065;;1;1;1;14
387;1;avda;Av J B Justo 2801;;1;1;1;14
388;1;calle;Ruta 301 Km 2;;1;1;1;14
389;1;calle;Alfredo Guzman Y 9 De Julio;;1;1;1;14
390;1;calle;Ruta 302 Km 6;;1;1;2;15
391;1;calle;Buenos Aires 395;;1;1;1;14
392;1;calle;Santiago 528;;1;1;1;14
393;1;calle;Don Bosco 1442;;1;1;1;14
394;1;calle;Isabel La Catolica 318;;1;1;1;14
395;1;calle;Pje Jose Maria Gutierrez 1463;;1;1;1;14
396;1;calle;Marcos Paz 580;;1;1;1;14
397;1;calle;Congreso 430;;1;1;1;14
398;1;calle;Laprida 1675;;1;1;1;14
399;1;calle;Crisostomo Alvarez 1080;;1;1;1;14
400;1;calle;Chile 764;;1;1;1;14
401;1;calle;Congreso 430 Piso 2;;1;1;1;14
402;1;calle;Santiago 81 Piso 3 Dpto C;;1;1;1;14
403;1;calle;25 De Mayo 920 Piso 1;;1;1;1;14
404;1;calle;Bolivar 30;;1;1;1;14
405;1;calle;Maipu 828;;1;1;1;14
406;1;calle;Pje Fray Manuel Pérez 1474;;1;1;1;14
407;1;calle;25 De Mayo Piso 5 Dpto A;;1;1;1;14
408;1;calle;Muñecas 701;;1;1;1;14
409;1;calle;Catamarca 312;;1;1;1;14
410;1;calle;Lidoro J. Quinteros 502;;1;1;13;12
411;1;calle;Aguilares;;1;1;8;2
412;1;calle;24 De Septiembre 2362;;1;1;4;17
413;1;calle;Laprida 1035;;1;1;1;14
414;1;calle;San Juan 2265;;1;1;1;14
415;1;avda;Av Constitucion 1333;;1;1;3;8
416;1;calle;Entre Rios S/nº;;1;9;23;87
417;1;calle;Independencia 907;;1;1;3;8
418;1;calle;Ruta 305 Km 20;;1;1;10;62
419;1;calle;Remedios De Escalada 50;;1;1;257;558
420;1;calle;Marcos Paz 295;;1;1;1;14
421;1;calle;Colon 710;;1;16;25;89
422;1;calle;Peru 639;;1;1;5;18
423;1;calle;Paraje San Gabril Del Monte;;1;1;11;23
424;1;calle;Delfin Gallo 1100;;1;1;1;14
425;1;calle;Ruta 315 Km 5 Bº Curva De Los Vega;;1;1;5;35
426;1;calle;Calle Principal S/n - Bº La Cerámica;;1;1;2;66
427;1;calle;Ruta Prov 305 Km 4,5;;1;1;3;36
428;1;calle;Ruta 9 Km 1305;;1;1;3;60
429;1;calle;Delfin Gallo 789;;1;1;1;14
430;1;calle;Maipu 50;;1;1;1;14
431;1;calle;San Martín 201;;1;1;2;15
432;1;calle;Ruta 304 Km 9;;1;1;2;16
433;1;calle;Francia 116;;1;1;1;14
434;1;avda;Av Colon 526;;1;1;1;14
435;1;calle;San Lorenzo 1453;;1;1;1;14
436;1;calle;Paso De Los Andes 2399;;1;1;1;14
437;1;avda;Av Salta 1166;;1;1;1;14
438;1;calle;25 De Mayo 2165;;1;1;1;14
439;1;avda;Av Belgrano 3562;;1;1;1;14
440;1;avda;Av Gregorio Diaz 828;;1;1;2;15
441;1;calle;Congreso 558;;1;1;1;14
442;1;calle;Gral Paz 1685;;1;1;1;14
443;1;calle;Las Piedras 1452;;1;1;1;14
444;1;calle;Catamarca 375 Pb;;1;1;1;14
445;1;avda;Avda.aconquija 2094;;1;1;5;18
446;1;calle;Rivadavia 179-piso 6 Of 15;;1;1;1;14
447;1;calle;Corrientes 2351;;1;1;1;14
448;1;avda;Av Roca 1861;;1;1;1;14
449;1;calle;Monteagudo 852;;1;1;1;14
450;1;calle;Ruta 9 Km 1285 El Empalme;;1;1;2;15
451;1;calle;Rivadavia 444;;1;1;1;14
452;1;calle;F Garcia 2030;;1;1;1;14
453;1;calle;Eva Perón Esq. Alberdi;;1;1;2;16
454;1;calle;Marcos Paz 719;;1;1;1;14
455;1;calle;Ruta 9 Km 1301;;1;1;1;14
456;1;avda;Av Ejercito Del Norte 1058;;1;1;1;14
457;1;calle;Entre Rios 1224;;1;1;1;14
458;1;calle;Bernabe Aráoz 159;;1;1;1;14
459;1;calle;Juan C. Cardenas  158;;1;1;12;51
460;1;calle;Anta Muerta 2120;;1;1;5;18
461;1;calle;Peru 312;;1;1;1;14
462;1;calle;24 De Septiembre 1080;;1;1;1;14
463;1;calle;A 2 Km De Ruta El Naranjo;;1;1;10;31
464;1;avda;Av Jb Justo 2519;;1;1;1;14
465;1;avda;Av Siria 2141;;1;1;1;14
466;1;calle;Rivadavia 1413;;1;1;1;14
467;1;calle;Monteagudo 928;;1;1;3;8
468;1;avda;Av Ejerc Del Norte 114;;1;1;1;14
469;1;calle;Suipacha 282;;1;1;1;14
470;1;calle;Coronel Zelaya 611;;1;1;1;14
471;1;calle;Ruta 9 Km 1284;;1;1;1;14
472;1;calle;Garmendia 96;;1;1;1;14
473;1;avda;Avda.pedro Guzmán 10;;1;1;2;16
474;1;calle;Sarmiento Y Lavalle;;1;1;2;15
475;1;calle;Rotonda Los Gutierrez;;1;1;2;74
476;1;calle;Autopista Jd Peron Km 5,3 - Cevil Pozo;;1;1;2;15
477;1;calle;Juan Xxiii 830/av Gob Del Campo 916;;1;1;1;14
478;1;avda;Av. Brigido Teran 889;;1;1;1;14
479;1;calle;Pje Sin Nombre 1390;;1;1;5;18
480;1;calle;San Martín 4420;;1;1;1;14
481;1;avda;Av J B Teran 217(alt.san Lorenzo 2800);;1;1;1;14
482;1;calle;San Martín 48;;1;1;7;69
483;1;calle;Amberes;;1;1;7;19
484;1;calle;Diego De Villarroel 1245;;1;1;1;14
485;1;avda;Av Pte.castillo 755-la Chacarita;;1;2;163;291
486;1;calle;Isabel La Catolica 2006;;1;1;1;14
487;1;calle;Colon 0;;1;1;4;145
488;1;calle;Ruta 38 Km. 767;;1;1;11;23
489;1;calle;Jujuy 1147;;1;1;3;8
